CleRegle;NomRegle;Severite;NomLangage;TypeRegle;Etiquette
squid:ObjectFinalizeOverridenCallsSuperFinalizeCheck;super.finalize() should be called at the end of Object.finalize() implementations;CRITICAL;Java;BUG;{cert,cwe}
squid:S2786;Nested enums should not be declared static;MINOR;Java;CODE_SMELL;{clumsy}
squid:S1214;Constants should not be defined in interfaces;CRITICAL;Java;CODE_SMELL;{bad-practice}
squid:S1697;Short-circuit logic should be used to prevent null pointer dereferences in conditionals;MAJOR;Java;BUG;{}
squid:S1213;The members of an interface or class declaration should appear in a pre-defined order;MINOR;Java;CODE_SMELL;{convention}
squid:S4602;@SpringBootApplication and @ComponentScan should not be used in the default package;BLOCKER;Java;BUG;{spring}
squid:S3631;Arrays.stream should be used for primitive arrays;MAJOR;Java;CODE_SMELL;{performance}
squid:S1696;NullPointerException should not be caught;MAJOR;Java;CODE_SMELL;{cert,cwe,error-handling}
squid:S3753;@Controller classes that use @SessionAttributes must call setComplete on their SessionStatus objects;BLOCKER;Java;BUG;{spring}
squid:S2301;Public methods should not contain selector arguments;MAJOR;Java;CODE_SMELL;{design}
squid:S3750;Spring @Controller classes should not use @Scope;MAJOR;Java;BUG;{spring}
squid:S1694;An abstract class should have both abstract and concrete methods;MINOR;Java;CODE_SMELL;{convention}
squid:S1452;Generic wildcard types should not be used in return parameters;CRITICAL;Java;CODE_SMELL;{pitfall}
squid:S1210;equals(Object obj) should be overridden along with the compareTo(T obj) method;MINOR;Java;CODE_SMELL;{}
squid:S1451;Track lack of copyright and license headers;BLOCKER;Java;CODE_SMELL;{}
squid:S3518;Zero should not be a possible denominator;CRITICAL;Java;BUG;{cert,cwe,denial-of-service}
squid:S4604;@EnableAutoConfiguration should be fine-tuned;MAJOR;Java;CODE_SMELL;{performance,spring}
squid:S3516;Methods returns should not be invariant;BLOCKER;Java;CODE_SMELL;{}
squid:S4603;@Imports should be preferred to @ComponentScans;MAJOR;Java;CODE_SMELL;{performance,spring}
squid:S4605;Spring beans should be considered by @ComponentScan;CRITICAL;Java;CODE_SMELL;{pitfall,spring}
squid:S1699;Constructors should only call non-overridable methods;CRITICAL;Java;CODE_SMELL;{cert,pitfall}
squid:S2789;null should not be used with Optional;MAJOR;Java;BUG;{java8}
objc:SideEffectInSizeOf;sizeof should not be used on expressions that contain side effects;MAJOR;Objective-C;BUG;{misra-c++2008}
squid:S1215;Execution of the Garbage Collector should be triggered only by the JVM;CRITICAL;Java;CODE_SMELL;{bad-practice,unpredictable}
squid:S2676;Neither Math.abs nor negation should be used on numbers that could be MIN_VALUE;MINOR;Java;BUG;{}
squid:S2677;read and readLine return values should be used;MAJOR;Java;BUG;{}
squid:S2674;The value returned from a stream read should be checked;MINOR;Java;BUG;{cert}
squid:S3400;Methods should not return constants;MINOR;Java;CODE_SMELL;{confusing}
squid:S1223;Non-constructor methods should not have the same name as the enclosing class;MAJOR;Java;CODE_SMELL;{pitfall}
squid:S2675;readObject should not be synchronized;MAJOR;Java;CODE_SMELL;{confusing}
squid:S1221;Methods should not be named tostring, hashcode or equal;MAJOR;Java;BUG;{pitfall}
squid:S1220;The default unnamed package should not be used;MINOR;Java;CODE_SMELL;{convention}
squid:S2438;Threads should not be used where Runnables are expected;MAJOR;Java;CODE_SMELL;{multi-threading,pitfall}
squid:S1228;Packages should have a javadoc file 'package-info.java';MINOR;Java;CODE_SMELL;{convention}
squid:S2437;Silly bit operations should not be performed;BLOCKER;Java;CODE_SMELL;{suspicious}
squid:ObjectFinalizeOverridenCheck;The Object.finalize() method should not be overriden;CRITICAL;Java;CODE_SMELL;{cert,unpredictable}
squid:S2885;Non-thread-safe fields should not be static;MAJOR;Java;BUG;{multi-threading}
squid:S1312;Loggers should be private static final and should share a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S2886;Getters and setters should be synchronized in pairs;MAJOR;Java;BUG;{cert,multi-threading}
squid:S3972;Conditionals should start on new lines;CRITICAL;Java;CODE_SMELL;{suspicious}
squid:S1310;Track uses of NOPMD suppression comments;MINOR;Java;CODE_SMELL;{bad-practice}
squid:S2761;Unary prefix operators should not be repeated;MAJOR;Java;BUG;{}
squid:S1319;Declarations should use Java collection interfaces such as List rather than specific implementation classes such as LinkedLis;MINOR;Java;CODE_SMELL;{bad-practice}
squid:S1315;Track uses of CHECKSTYLE:OFF suppression comments;MINOR;Java;CODE_SMELL;{bad-practice}
squid:S1317;StringBuilder and StringBuffer should not be instantiated with a character;MAJOR;Java;BUG;{pitfall}
squid:MaximumInheritanceDepth;Inheritance tree of classes should not be too deep;MAJOR;Java;CODE_SMELL;{design}
squid:S3985;Unused private classes should be removed;MAJOR;Java;CODE_SMELL;{unused}
squid:S1444;public static fields should be constant;MINOR;Java;VULNERABILITY;{cert,cwe}
objc:TrigraphUsage;Trigraphs should not be used;BLOCKER;Objective-C;CODE_SMELL;{based-on-misra,cert,obsolete,suspicious}
squid:S3986;Week Year (YYYY) should not be used for date formatting;MAJOR;Java;BUG;{suspicious}
squid:S1201;equals method overrides should accept Object parameters;MAJOR;Java;BUG;{suspicious}
squid:S1200;Classes should not be coupled to too many other classes (Single Responsibility Principle);MAJOR;Java;CODE_SMELL;{brain-overload}
squid:IndentationCheck;Source code should be indented consistently;MINOR;Java;CODE_SMELL;{style}
squid:S3981;Collection sizes and array length comparisons should make sense;MAJOR;Java;BUG;{}
squid:S1449;Locale should be used in String operations;MINOR;Java;CODE_SMELL;{cert,unpredictable}
squid:S3626;Jump statements should not be redundant;MINOR;Java;CODE_SMELL;{clumsy,redundant}
squid:S1206;equals(Object obj) and hashCode() should be overridden in pairs;MINOR;Java;BUG;{cert,cwe}
squid:S1448;Classes should not have too many methods;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S4087;close() calls should not be redundant;MINOR;Java;CODE_SMELL;{redundant}
squid:RightCurlyBraceStartLineCheck;A close curly brace should be located at the beginning of a line;MINOR;Java;CODE_SMELL;{convention}
squid:S1940;Boolean checks should not be inverted;MINOR;Java;CODE_SMELL;{pitfall}
squid:S1943;Classes and methods that rely on the default system encoding should not be used;MINOR;Java;CODE_SMELL;{cert,i18n,unpredictable}
squid:S2912;indexOf checks should use a start position;MINOR;Java;CODE_SMELL;{confusing}
squid:S1821;switch statements should not be nested;CRITICAL;Java;CODE_SMELL;{pitfall}
squid:S1700;A field should not duplicate the name of its containing class;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S1942;Simple class names should be used;MINOR;Java;CODE_SMELL;{confusing,redundant}
squid:S1820;Classes should not have too many fields;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S1939;Extensions and implementations should not be redundant;MINOR;Java;CODE_SMELL;{clumsy}
squid:S1941;Variables should not be declared before they are relevant;MINOR;Java;CODE_SMELL;{brain-overload}
squid:S1905;Redundant casts should not be used;MINOR;Java;CODE_SMELL;{clumsy,redundant}
squid:S4065;ThreadLocal.withInitial should be preferred;MINOR;Java;CODE_SMELL;{java8}
squid:RightCurlyBraceSameLineAsNextBlockCheck;Close curly brace and the next else, catch and finally keywords should be located on the same line;MINOR;Java;CODE_SMELL;{convention}
squid:CallToDeprecatedMethod;@Deprecated code should not be used;MINOR;Java;CODE_SMELL;{cert,cwe,obsolete}
squid:CallToFileDeleteOnExitMethod;deleteOnExit should not be used;MAJOR;Java;CODE_SMELL;{performance}
squid:S1610;Abstract classes without fields should be converted to interfaces;MINOR;Java;CODE_SMELL;{java8}
squid:S1850;instanceof operators that always return true or false should be removed;MAJOR;Java;BUG;{}
squid:S1858;toString() should never be called on a String object;MINOR;Java;CODE_SMELL;{clumsy,finding}
squid:S1854;Dead stores should be removed;MAJOR;Java;CODE_SMELL;{cert,cwe,unused}
squid:S1612;Lambdas should be replaced with method references;MINOR;Java;CODE_SMELL;{java8}
squid:S2701;Literal boolean values should not be used in assertions;CRITICAL;Java;CODE_SMELL;{junit,tests}
squid:S1611;Parentheses should be removed from a single lambda input parameter when its type is inferred;MINOR;Java;CODE_SMELL;{java8}
squid:S1609;@FunctionalInterface annotation should be used to flag Single Abstract Method interfaces;CRITICAL;Java;CODE_SMELL;{}
squid:S1862;Related if/else if statements should not have the same condition;MAJOR;Java;BUG;{cert,pitfall,unused}
squid:S1860;Synchronization should not be based on Strings or boxed primitives;MAJOR;Java;BUG;{cert,multi-threading}
squid:S2959;Unnecessary semicolons should be omitted;MINOR;Java;CODE_SMELL;{convention}
squid:S2718;DateUtils.truncate from Apache Commons Lang library should not be used;MAJOR;Java;CODE_SMELL;{java8,performance}
squid:S3923;All branches in a conditional structure should not have exactly the same implementation;MAJOR;Java;BUG;{}
squid:S134;Control flow statements if, for, while, switch and try should not be nested too deeply;CRITICAL;Java;CODE_SMELL;{brain-overload}
squid:S2925;Thread.sleep should not be used in tests;MAJOR;Java;CODE_SMELL;{bad-practice,tests}
squid:S1711;Standard functional interfaces should not be redefined;MAJOR;Java;CODE_SMELL;{java8}
squid:S124;Track comments matching a regular expression;MAJOR;Java;CODE_SMELL;{}
squid:S1710;Annotation repetitions should not be wrapped;MINOR;Java;CODE_SMELL;{java8}
squid:MethodCyclomaticComplexity;Methods should not be too complex;CRITICAL;Java;CODE_SMELL;{brain-overload}
squid:S1607;Tests should not be ignored;MAJOR;Java;CODE_SMELL;{suspicious,tests}
squid:S1849;Iterator.hasNext() should not call Iterator.next();MAJOR;Java;BUG;{}
squid:S1604;Anonymous inner classes containing only one method should become lambdas;MAJOR;Java;CODE_SMELL;{java8}
squid:S1845;Methods and field names should not be the same or differ only by capitalization;BLOCKER;Java;CODE_SMELL;{confusing}
squid:S1844;Object.wait(...) should never be called on objects that implement java.util.concurrent.locks.Condition;MAJOR;Java;CODE_SMELL;{suspicious}
squid:MissingDeprecatedCheck;Deprecated elements should have both the annotation and the Javadoc tag;MAJOR;Java;CODE_SMELL;{bad-practice,obsolete}
squid:S135;Loops should not contain more than a single break or continue statement;MINOR;Java;CODE_SMELL;{brain-overload}
squid:S138;Methods should not have too many lines;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S4248;Regex patterns should not be created needlessly;MAJOR;Java;CODE_SMELL;{performance,regex}
squid:S3038;Abstract methods should not be redundant;MINOR;Java;CODE_SMELL;{confusing}
squid:S2188;JUnit test cases should call super methods;BLOCKER;Java;CODE_SMELL;{tests}
squid:S3398;private methods called only by inner classes should be moved to those classes;MINOR;Java;CODE_SMELL;{confusing}
squid:S2189;Loops should not be infinite;BLOCKER;Java;BUG;{cert}
squid:S2186;JUnit assertions should not be used in run methods;CRITICAL;Java;CODE_SMELL;{tests}
squid:S4488;Composed @RequestMapping variants should be preferred;MINOR;Java;CODE_SMELL;{spring}
squid:S2065;Fields in non-serializable classes should not be transient;MINOR;Java;CODE_SMELL;{serialization,unused}
squid:S3034;Raw byte values should not be used in bitwise operations in combination with shifts;MAJOR;Java;BUG;{cert}
squid:S2066;Serializable inner classes of non-serializable classes should be static;MINOR;Java;BUG;{cert,serialization}
squid:S2063;Comparators should be Serializable;CRITICAL;Java;CODE_SMELL;{pitfall,serialization}
squid:S2185;Silly math should not be performed;MAJOR;Java;CODE_SMELL;{clumsy}
squid:S2061;Custom serialization method signatures should meet requirements;MAJOR;Java;BUG;{cert}
squid:S2062;readResolve methods should be inheritable;CRITICAL;Java;CODE_SMELL;{pitfall}
squid:S3030;Classes should not have too many static imports;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S106;Standard outputs should not be used directly to log anything;MAJOR;Java;CODE_SMELL;{bad-practice,cert}
squid:S2060;Externalizable classes should have no-arguments constructors;MAJOR;Java;BUG;{}
squid:S109;Magic numbers should not be used;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S3046;wait should not be called when multiple locks are held;BLOCKER;Java;BUG;{deadlock,multi-threading}
squid:S3047;Multiple loops over the same set should be combined;MINOR;Java;CODE_SMELL;{performance}
squid:S2197;Modulus results should not be checked for direct equality;CRITICAL;Java;CODE_SMELL;{cert,suspicious}
squid:S2196;Switches should be used for sequences of simple String tests;MINOR;Java;CODE_SMELL;{clumsy}
squid:S3042;writeObject should not be the only synchronized code in a class;MAJOR;Java;CODE_SMELL;{confusing}
squid:S3282;EJB interceptor exclusions should be declared as annotations;BLOCKER;Java;CODE_SMELL;{pitfall}
squid:S4011;Track uses of disallowed constructors;MAJOR;Java;CODE_SMELL;{}
squid:S4349;write(byte[],int,int) should be overridden;MINOR;Java;CODE_SMELL;{performance}
squid:S2187;TestCases should contain tests;BLOCKER;Java;CODE_SMELL;{confusing,tests,unused}
squid:S2047;The names of methods with boolean return values should start with is or has;MAJOR;Java;CODE_SMELL;{convention}
squid:S4348;iterator should not return this;MAJOR;Java;BUG;{pitfall}
squid:S1199;Nested code blocks should not be used;MINOR;Java;CODE_SMELL;{bad-practice}
squid:S2167;compareTo should not return Integer.MIN_VALUE;MINOR;Java;BUG;{}
squid:S3374;Struts validation forms should have unique names;BLOCKER;Java;VULNERABILITY;{cwe,struts}
squid:S2164;Math should not be performed on floats;MINOR;Java;BUG;{cert}
squid:S1197;Array designators [] should be on the type, not the variable;MINOR;Java;CODE_SMELL;{convention}
squid:S3254;Default annotation parameter values should not be passed as arguments;MINOR;Java;CODE_SMELL;{clumsy,finding}
squid:S1075;URIs should not be hardcoded;MINOR;Java;CODE_SMELL;{android,cert}
squid:S2165;finalize should not set fields to null;MINOR;Java;CODE_SMELL;{clumsy,performance}
squid:S2162;equals methods should be symmetric and work for subclasses;MINOR;Java;BUG;{cert}
squid:S1195;Array designators [] should be located after the type in method signatures;MINOR;Java;CODE_SMELL;{convention}
squid:S3373;action mappings should not have too many forward entries;MINOR;Java;CODE_SMELL;{brain-overload,struts}
squid:S1194;java.lang.Error should not be extended;MAJOR;Java;CODE_SMELL;{error-handling}
squid:S3010;Static fields should not be updated in constructors;MAJOR;Java;CODE_SMELL;{}
squid:S1193;Exception types should not be tested using instanceof in catch blocks;MAJOR;Java;CODE_SMELL;{cert,clumsy,error-handling}
squid:S2160;Subclasses that add fields should override equals;MINOR;Java;CODE_SMELL;{suspicious}
squid:S1192;String literals should not be duplicated;CRITICAL;Java;CODE_SMELL;{design}
squid:S1191;Classes from sun.* packages should not be used;MAJOR;Java;CODE_SMELL;{lock-in,pitfall}
squid:S1190;Future keywords should not be used as names;BLOCKER;Java;CODE_SMELL;{obsolete,pitfall}
squid:S2059;Serializable inner classes of Serializable classes should be static;MINOR;Java;CODE_SMELL;{cert,pitfall,serialization}
squid:S3027;String function use should be optimized for single characters;MAJOR;Java;CODE_SMELL;{clumsy,performance}
squid:S2177;Child class methods named for parent class methods should be overrides;MAJOR;Java;BUG;{pitfall}
squid:S2178;Short-circuit logic should be used in boolean contexts;BLOCKER;Java;CODE_SMELL;{cert}
squid:S2176;Class names should not shadow interfaces or superclasses;CRITICAL;Java;CODE_SMELL;{pitfall}
squid:RightCurlyBraceDifferentLineAsNextBlockCheck;Close curly brace and the next else, catch and finally keywords should be on two different lines;MINOR;Java;CODE_SMELL;{convention}
